destination,aspecto,y_true,y_pred,tipo_error,confianza,patron_tentativo,text_clean
Santuario Histórico de Machu Picchu,atractivos,positivo,negativo,positivo→negativo,0.5001,ambiguedad_semantica,"1) YOU CANNOT WALK BACK, OR REPEAT ANY PART OF YOUR CIRCUIT. There are staff watching and they will blow their whistle and shout at you if you try. We arrived in a downpour so we walked to some shelter and waited it out. When we tried to walk back on the circuit we had paid for, we were not allowed. It doesn't matter that it's not busy, you want to take photos or any other reason, they will not let you walk back, even 20m. Unfortunately this was not clear when we purchased the ticket so we missed a significant portion of our route :( Therefore I'd advise you to walk slowly and enjoy the views, because once you arrive at the exit, that will be the end of your time at macchu pichu. I feel the staff lack compassion since it was 7am and quiet at macchu pichu, and I didn't want it to rain. If they had a cafe inside at the beginning I'd have waited there, but you have to enter at your time slot so I was left in a downpour in my poncho. I'd paid for flights, accomodation, and so many buses and trains to be there. The staff didn't show any compassion for my situation and were curt. <- therefore one star, but then I added one star for the staff that let me go take pictures of the llamas :) 2) TOILETS WILL COST YOU EXTRA ON TOP OF THE ENTRANCE FEE, AND BAGGAGE STORAGE. Which I also find ridiculous considering the entrance ticket is so expensive. Toilet S/2 and baggage is S/5. 3) YOU CANNOT ENTER BEFORE THE ENTRANCE TIME ON YOUR TICKET Something to do with the system they use. 4) DO NOT FLY A DRONE The staff have a walkie talkie system and respond very quickly. I don't know what the consequences are, but the people we saw were taken to the office. 5) DO NOT BOOK EARLY MORNING TIME SLOT IF YOU ARE VISITING IN WET/ SHOULDER SEASONS The clouds tend to hang low in the sky in the morning so you might not have the best view/ you might have to wait for clouds to clear. 6) YOU CAN BUY THE BUS TICKET FOR THE BUS UPWARDS ONLINE, BEFOREHAND (12 USD per ride) Just look for the one bus company that runs the route. I can't remember off the top of my head. You can also purchase them at the bottom and at the top, the process is quick and easy. Hope this helps :) I did route 1&2 and was happy with all the areas it covered."
Ciudadela de Kuélap,clima,positivo,negativo,positivo→negativo,0.4943,aspecto_debil,"As of a few weeks ago because they’re busy making repairs after a colapse, it opened back up and we were allowed to view the outside of one of the entrances, but not go inside…. yet I found it worth it for the journey up that demonstrated how steep and inaccessible the place is to get to being 10,000 feet up. After seeing the ruins and taking that 1 kilometer hike up to narrow entrance (one of three), I enjoyed how I could now notice bits of ruins and the edge of the fortress peeking out from above on my way down while in the cable car to try to imagine what the Inca saw when going up and taking over the Cloud people… it surely deserves five stars when fully open. … but still worth the money and worth exploring north Peru"
Museo Tumbas Reales del Señor de Sipán,costos,positivo,negativo,positivo→negativo,0.4826,ambiguedad_semantica,El señor de Sipan is not open to the public at this time. Please know this. The museum should disclose this on google maps. They are doing maintenance on the room he is in. Two temporary exhibitions are open and entrance is free. The guides and staff are most apologetic about this . We travelled a long way to see this. If we had known we would not have come this way. Email museum before you travel. They respond on Facebook. Might open in January 2024. Check first and save yourself the disappointment. Brunning museum is still worth a visit.
Circuito Mágico del Agua,limpieza,positivo,negativo,positivo→negativo,0.4168,resena_mixta,"Ha mejorado mucho este hermoso parque, mucha seguridad y siempre el agua es magica. Muy economico entrar (4 soles o 1 dolar). Hay buenas rutas para llegar aqui, tanto en el metropolitano como servicio de taxi y uber; ademas, el Estadio principal de la ciudad es un buen referente. Recomiendo llegar comenzando la noche y en semana, para que no lo coja la tarde despues. Los baños, relativamente aseados. Considero que es uno de los parques mejor cuidados de la ciudad (nada que ver con el pesimo parque de las leyendas). Como en esta epoca del año, ventea mucho y hace frio, ir bien abrigado. Apoyar a los que trabajan allí, en especial los fotografos. Los comestibles, no hay mucha oferta pero por favor, no generar basuras ni tirarlas, es triste ver esa indisciplina de muchos peruanos que no ayudan a cuidar sus propios parques. Agrego una foto, con el mapa del lugar."
Santuario Histórico de Machu Picchu,aforo_multitudes,positivo,negativo,positivo→negativo,0.4114,aspecto_debil,"De más decir que la experiencia es alucinante!! Setiembre es buena época para ir, no hace tanto frío y el cielo está usualmente despejado, Fui con mi pequeño de 4 años, lo disfruto en cada vista, contrate el servicio de guía grupal, el recorrido que dura maso 2h a 2.5h, si van solos pueden armar grupos para que salga más económico, yo pagué 30 soles y el grupo era como de 8 personas, realmente considero que vale la pena xq te cuenta la historia y curiosidades, además de que el guía sabe sacar fotos con buen ángulo 😂. Es mejor comprar los tickets del bus por internet, así llegas de frente a hacer la cola, esa parte me parece q está muuuy bien organizado, no te dejan subir si tú ticket de ingreso a machupicchu es muy temprano, así se aseguran de priorizar a quienes deben subir antes. Comer en aguas calientes es caro, mejor llevar sus snacks, fruta y agua."
Monasterio de Santa Catalina,gastronomia,positivo,neutro,positivo→neutro,0.737,aspecto_debil,"Colourfull monestary with lot´s of old artefacts, a bit of a maze and a lovely coffeeshop. The religious music was too much but that belongs in this places I guess"
Circuito Mágico del Agua,alojamiento,positivo,neutro,positivo→neutro,0.7105,aspecto_debil,"Tanto cobran para tantas personas para que al final no lo administren bien deplorable servicio en todo caso mejor uno se queda en su casa o en su hotel, si alguien desea ir para no hacer cola y estar adelante tienen que ir temprano para que puedan siquiera disfrutar de todo recomendable por horas aceptar a solo una cantidad de personas para que no haya disgustos de las personas"
Centro Histórico de Lima,seguridad,positivo,neutro,positivo→neutro,0.6959,aspecto_debil,"Hermoso lugar con estructuras increíbles, mucha seguridad supongo es por que son muchas oficinas de gobierno. Recomiendo pasar a conocer si viajas a Lima."
Museo de Sitio Huaca Pucllana,gastronomia,positivo,neutro,positivo→neutro,0.695,aspecto_debil,"No vale lo que cuesta. Lo único rico fue el pulpo a la crema de ají. De allí, el arroz masacotudo, el lomo saltado nada generoso, con papas fritas aguachentas, cortes muy grandes, nada jugoso. El ají de gallina, nada especial, simplón. Lo que da pena es la cantidad de turistas que van y que no se llevarán la real impresión del buen sabor de la comida peruana."
Líneas y Geoglifos de Nasca y Palpa,accesibilidad,positivo,neutro,positivo→neutro,0.6939,ambiguedad_semantica,"Se debería explicar que en el sobre vuelo con la avioneta genera mucho mareo, se pueden apreciar las imágenes, pero no se disfruta por justamente estar mareado de tanta inclinación que hace la avioneta."
Monasterio de Santa Catalina,atencion_servicio,positivo,neutro,positivo→neutro,0.686,ambiguedad_semantica,"Infos/Tips: - Entrance is 45 SOL, but it’s worth it - There are audio guides through the iOS and Android applications ""Monasterio de Santa Catalina"" (Note that it supports Spanish, English and French, and will take the phone’s configured language) - It takes at least 2 hours to do the full tour of it (we took 2 hours and 15 minutes) - I would recommend to do it when it’s sunny/hot in the day, as it’s quite ""cooler"" in the museum - They accept VISA Founded in 1579 by Maria de Guzman, the Monastery of Santa Catalina is a sprawling complex that covers over 20,000 square meters. It served as a cloister for nuns of the Dominican Second Order and is renowned for its vibrant architecture and well-preserved colonial-era buildings. The monastery features a unique blend of Spanish colonial and native architectural styles, prominently using sillar, the white volcanic stone typical of Arequipa. The buildings are characterized by brightly colored walls in shades of blue, orange, and red, which create a striking visual impact and are complemented by beautiful arches, courtyards, and fountains. The monastery is organized into different sectors, including living quarters, chapels, plazas, streets, and gardens. Each sector served a specific purpose, reflecting the monastic life of prayer, work, and community."
Centro Histórico de Lima,clima,positivo,neutro,positivo→neutro,0.6829,aspecto_debil,Perfect to visit early in the morning cause there's no one. Weather was perfect.
Centro Histórico de Lima,seguridad,positivo,neutro,positivo→neutro,0.6809,aspecto_debil,"A las 12pm es el cambio de guardia, salen los guardias y una banda, es muy buen espectáculo. En la plaza encuentras de todo, desde una pileta preciosa, comidas regionales, venta de artesanías, etc. Hay bastante seguridad pero igual debe tener cuidado. Cerca hay muchos museos como el BCR, Inquisición, Catacumbas entre otros. Los domingos a veces hay shows y danzas típicas."
Santuario Histórico de Machu Picchu,accesibilidad,positivo,neutro,positivo→neutro,0.6687,ambiguedad_semantica,"Es una maravilla, que no te cuenten, es mejor vivirlo. Y hay muchas facilidades para ingreso a Machu Picchu y viajar en el tren local si eres peruano. Hay demasiadas agencias de viaje y desde mi punto de vista todos te dan las opciones de visita a los lugares sagrados. Depende al tiempo y tú presupuesto. Así mismo hay demasiados hoteles de todos los precios."
Monasterio de Santa Catalina,atencion_servicio,positivo,neutro,positivo→neutro,0.6595,ambiguedad_semantica,"Beautiful monastery, get a guide when you get inside, doesn't cost much and you'll learn lots about how the nuns used to and still live in this monastery."
Santuario Histórico de Machu Picchu,accesibilidad,positivo,neutro,positivo→neutro,0.6505,resena_mixta,"Nos levantamos tipo 5 de la mañana estando en aguas calientes, para ir lo más temprano posible a Machu Picchu, tomamos un bus para llegar a la cima, puedes subir caminando también, recomiendo de todas maneras subir en bus si es que no tienes el físico necesario para subir caminando, demoramos unos 20 minutos en llegar arriba (en bus), estando allí, tuvimos que esperar alrededor de unos 25 minutos para entrar, ya que se entra en pequeños grupos y con un guía, nosotros habíamos comprado un paquete turístico en el que venía un guía, ya dentro él nos iba comentando e informando todo acerca de este mítico lugar, es maravilloso, si tienes suerte y el día está lindo se puede observar todo de mejor manera, el recorrido demora un par de horas para que puedas recorrer todos los rincones y tomar gran cantidad de fotos, ya de vuelta bajamos caminando, prácticamente bajamos corriendo jaja porque si parabas te tiritaban las piernas, si vives en Perú o en Sudamérica no puedes perderte e ir a este maravilloso lugar. Recomendado"
Museo de Sitio Huaca Pucllana,clima,positivo,neutro,positivo→neutro,0.6447,aspecto_debil,"Hermoso museo de sitio arqueológico. Si uno está o visita el distrito de Miraflores es una picardía no visitar Huaca Pucllana. Los guías son muy buenos, el paseo tiene una duración de alrededor de hora y media o dos. Es recomendable llevar sombrero por el sol y buen calzado. La arena y el reflejo del lugar pueden jugar una mala pasada si no se lleva ropa apropiada. De todas formas, si uno se cansa, puede pedir al guía y éste le indica por dónde abandonar el recorrido. Hay un restaurante con platos típicos muy bueno dentro del predio. Si se busca algo más económico alrededor hay buenas opciones."
Monasterio de Santa Catalina,atencion_servicio,positivo,neutro,positivo→neutro,0.6444,ambiguedad_semantica,"Excelente lugar para conocer la historia, se conserva muy bien pero falta Guías de turismo"
Santuario Histórico de Machu Picchu,atencion_servicio,positivo,neutro,positivo→neutro,0.6402,resena_mixta,"Nos levantamos tipo 5 de la mañana estando en aguas calientes, para ir lo más temprano posible a Machu Picchu, tomamos un bus para llegar a la cima, puedes subir caminando también, recomiendo de todas maneras subir en bus si es que no tienes el físico necesario para subir caminando, demoramos unos 20 minutos en llegar arriba (en bus), estando allí, tuvimos que esperar alrededor de unos 25 minutos para entrar, ya que se entra en pequeños grupos y con un guía, nosotros habíamos comprado un paquete turístico en el que venía un guía, ya dentro él nos iba comentando e informando todo acerca de este mítico lugar, es maravilloso, si tienes suerte y el día está lindo se puede observar todo de mejor manera, el recorrido demora un par de horas para que puedas recorrer todos los rincones y tomar gran cantidad de fotos, ya de vuelta bajamos caminando, prácticamente bajamos corriendo jaja porque si parabas te tiritaban las piernas, si vives en Perú o en Sudamérica no puedes perderte e ir a este maravilloso lugar. Recomendado"
Circuito Mágico del Agua,limpieza,positivo,neutro,positivo→neutro,0.6387,resena_mixta,"Este Circuito es uno de los más hermosos de toda Latinoamérica. Para mí la fuente principal y mas hermosa e impactante es la más grande de forma corcular de esta lindo parque de la reserva, en esta oportunidad me tocó asistir un día sábado y es un día que por más que sea fin de semana no lo recomiendo para asistir. Es un día súper repleto de personas y para entrar hay dos entradas para pagar en taquilla, el precio es de 4 soles por personas y las personas con discapacidad pueden ingresar pagando el 50% de la entrada, por ser un día súper difícil de asistir y de noche, para el ingreso se hacen unas colas gigantes, en donde hay usureros que se ponen en la entrada del parque a venderte los puestos para acercarte más en la entrada. Es una completa locura no me gustó asistir este día. Tuve que correr para la otra entrada antes de que se volviera a poner mas larga. Yo ya he ido en el transcurso de la semana y no es tan desastroso como los fines de semana. Lo único que deberían hacer es aprovechar las taquillas vacías para colocar cajeras en los días que son más concurridos por personas residenciales y turistas. Es la única cosa negativa. De lo contrario. Hay vigilancia. Protección. Cuidado. Es limpio (no entre a los baños pero si hay baños) es un lugar familia, y si, si te puedes bañar en las fuentes dinámicas para adultos y niños, además hay un tren en el parque en donde puedes recorrerlo sin ningún problema, hay lugares autorizados para comer. Y además castillos inflables para los más pequeños. Hay que ir como porque las fuentes se prestan para mojarte en las fotografías. Dentro del parque también hay fotógrafos que imprimen las fotografías en el momento. Lo recomiendo."
Museo Tumbas Reales del Señor de Sipán,costos,positivo,neutro,positivo→neutro,0.6174,ambiguedad_semantica,"An unexpectedly fascinating, detailed, and informative museum about a culture which is little-known outside of Peru. The exhibition of artefacts along with explanation of the excavation process and sections about the issue of looting of archaeological sites in Peru works really well. The entrance fee is also very reasonable."
Valle del Colca,atencion_servicio,positivo,neutro,positivo→neutro,0.6067,ambiguedad_semantica,Colca Canyon is a beautiful place and totally unlike the Grand Canyon (for those Americans like us). We took a 2D/1N tour with Carlitos Tours in Arequipa to guide us through this splendid landscape. Highly recommend Carlitos Tours.
Monasterio de Santa Catalina,clima,positivo,neutro,positivo→neutro,0.6051,aspecto_debil,"Una experiencia muy bonita en familia, fuimos un domingo y no había mucha gente lo cual fue maravilloso. El clima nublado ayudó bastante también."
Museo de Sitio Huaca Pucllana,accesibilidad,positivo,neutro,positivo→neutro,0.5929,resena_mixta,"Hermoso museo de sitio arqueológico. Si uno está o visita el distrito de Miraflores es una picardía no visitar Huaca Pucllana. Los guías son muy buenos, el paseo tiene una duración de alrededor de hora y media o dos. Es recomendable llevar sombrero por el sol y buen calzado. La arena y el reflejo del lugar pueden jugar una mala pasada si no se lleva ropa apropiada. De todas formas, si uno se cansa, puede pedir al guía y éste le indica por dónde abandonar el recorrido. Hay un restaurante con platos típicos muy bueno dentro del predio. Si se busca algo más económico alrededor hay buenas opciones."
Santuario Histórico de Machu Picchu,costos,positivo,neutro,positivo→neutro,0.5897,resena_mixta,"The site itself is exactly what you see in the photos. The views around are nice. It's very crowded though, and buying tickets is a bureaucratic nightmare: You have to queue for a number that allows you to buy a ticket at a certain time. Then have to come back at that time, listen for your number (which is called out by some guy in Spanish to a crowd of hundreds), then queue again. Then you have to pick one of 6 routes and 3 additions, most of which will no longer be available in the upcoming days, depending on your luck. The routes that are available usually don't allow entrance to the actual site since those are booked way in advance via a terrible online system. If you want to go at the start of the year, you cannot book tickets in advance, because you can only by tickets for the current year. Also, this online system is down or unresponsive for most of January. Even though we booked through an agency 6 months in advance, they were not able to secure our tickets so we had to queue. In the end, our group were not able to actually visit the site, only take a photo from top.... There are so many nice things to see in Peru and South America... Including much larger and more impressive Inca settlements, which are much cheaper or even free to visit... It's really a shame the Peruvian makes it so difficult to visit this place. Unless you really really want to visit Machu Picchu, I would recommend spending your time elsewhere."
Monasterio de Santa Catalina,alojamiento,positivo,neutro,positivo→neutro,0.5826,aspecto_debil,"Great information on boards in each room about the history, Loved the architecture of the buildings"
Museo Tumbas Reales del Señor de Sipán,seguridad,positivo,neutro,positivo→neutro,0.575,aspecto_debil,"Vista la importancia del hallazgo, Walter Alva impulsó la construcción del Museo Tumbas Reales de Sipan, que fue inaugurado en el 2002. Está ubicado en Lambayeque, y su edificación se inspiró en las antiguas pirámides truncadas de la prehispánica Civilización Moche (siglo I a VII d. C.). El museo custodia más de dos mil piezas de oro. Sin lugar a dudas, el principal atractivo es la tumba del Señor de Sipán, con sus acompañantes y sus respectivos ajuares funerarios. La estructura, en un área techada de 3.156,45 m², tiene tres pisos. El acceso es a través de una rampa de 74.21 metros de largo, tal y como se accedía a los antiguos templos moches. Dicha pendiente conduce al tercer piso. La visita se realiza de arriba hacia abajo reviviendo la experiencia del descubridor del Señor de Sipan. Desde el segundo piso, se observa la réplica exacta de la cámara funeraria del antiguo dignatario moche llamado el Señor de Sipan y saber cómo fue su cultura, sus logros tecnológicos y su pensamiento sobre la muerte, entre otros aspectos. El centro del museo contiene la Sala Real Mochica donde se encuentra el Señor de Sipan con su ropa de guerrero y pectoral de oro y otras joyas del mismo material; la cámara funeraria del antiguo gobernante, junto a ocho esqueletos de sus acompañantes; otros dignatarios descubiertos, como el sacerdote y el Viejo Señor de Sipán, de la misma investidura que el gobernador moche, todos con sus respectivas vestimentas originales. En esta Sala Real Mochica, hay 35 maniquíes que representan su entorno político, diez de los cuales han sido articulados, por lo que están en movimiento durante las visitas. Esta reconstrucción exacta de lo que fue toda una magnificiencia de la corte real del guerrero moche representa fielmente lo que fue un séquito Mochica. También se pueden ver los ornamentos recuperados del sepulcro, como es el caso del protector coxal de oro, entre otros importantes objetos. Se incluye un mensaje de lo que dejó el saqueo y la importancia de la protección de la herencia cultural del Perú. Hay parqueo de autos, con seguridad, ambiente amplio. Se recomienda visitar el museo para conocer y aprender más de nuestra historia, costumbre y procedencia de nuestros pasados."
Valle del Colca,limpieza,positivo,neutro,positivo→neutro,0.5688,ambiguedad_semantica,Siempre Chivay será un lugar maravilloso. Todos sus pueblitos son adorables. Sólo hay que tener cuidado con escoger el hotel. Algunos hoteles prometen cosas que no son ciertas
Monasterio de Santa Catalina,atencion_servicio,positivo,neutro,positivo→neutro,0.5664,ambiguedad_semantica,"Had such a greatt time. Super interesting and well preserved. I went at night around six for a more fun eerie experience. We got lucky because right when we walked in we joined a tour group, and got further educated on where we were the whole time."
Monasterio de Santa Catalina,limpieza,positivo,neutro,positivo→neutro,0.5559,resena_mixta,"Visité este lugar un sábado de abril 2023, la entrada costó S/40. Debo precisar que es un lugar muy grande con varios ambientes por visitar y que el servicio de guía es un costo adicional. Recomiendo tener cuidado con algunos ambientes porque pueden ser pesados, aprovechen la afluencia de los visitantes para ingresar en grupo."
Reserva Nacional de Paracas,atencion_servicio,positivo,neutro,positivo→neutro,0.5502,resena_mixta,"Hermoso lugar , muy bien cuidado y muy bien organizado todo , solo les es requerido verdaderos guías de turismo gente preparada con estudios en idiomas puesto que llega bastante turismo y no están preparados para la comunicación fluida, ya que ponen como guías a gente de la pesca o a aquellos que por amistad o necesidad la hacen de guías, no es malo pero les es requerido estar más preparados ..... En general todo bien ...."
Museo Tumbas Reales del Señor de Sipán,limpieza,positivo,neutro,positivo→neutro,0.5498,ambiguedad_semantica,"Lo máximo, super recomendado conocer parte de la historia del Perú Oren, limpieza, cochera, buen precio,niños no pagan"
Museo de Sitio Huaca Pucllana,atencion_servicio,positivo,neutro,positivo→neutro,0.5479,ambiguedad_semantica,"The guide was very informative, recommend going early in the morning to avoid long queues, offered tours in both English and Spanish"
Museo Tumbas Reales del Señor de Sipán,atencion_servicio,positivo,neutro,positivo→neutro,0.5454,corta_falta_contexto,"It's a great museum, well organized and structured. There is even information in English."
Circuito Mágico del Agua,seguridad,positivo,neutro,positivo→neutro,0.5367,aspecto_debil,"It’s a very vibrant and pretty place. However, it’s really crowded at the entrance and will get messy if you don’t follow proper local directions and instructions from police. Entrance fee is 4 sol per person and I highly reccomend visit with multiple people."
Ciudadela de Kuélap,costos,positivo,neutro,positivo→neutro,0.5356,resena_mixta,No se aprecia mucho por estar en remodelación buenos paisajes sobre todo el viaje en las cabinas del teleférico buenazo 20 soles p/p
Ciudadela de Kuélap,clima,positivo,neutro,positivo→neutro,0.5305,aspecto_debil,"Increíble experiencia, altamente recomendado. El teleférico va lento, pero permite apreciar el paisaje, la caminata de disfruta con un buen clima."
Museo de Sitio Huaca Pucllana,gastronomia,positivo,neutro,positivo→neutro,0.528,aspecto_debil,"Hermoso museo de sitio arqueológico. Si uno está o visita el distrito de Miraflores es una picardía no visitar Huaca Pucllana. Los guías son muy buenos, el paseo tiene una duración de alrededor de hora y media o dos. Es recomendable llevar sombrero por el sol y buen calzado. La arena y el reflejo del lugar pueden jugar una mala pasada si no se lleva ropa apropiada. De todas formas, si uno se cansa, puede pedir al guía y éste le indica por dónde abandonar el recorrido. Hay un restaurante con platos típicos muy bueno dentro del predio. Si se busca algo más económico alrededor hay buenas opciones."
Museo de Sitio Huaca Pucllana,atencion_servicio,positivo,neutro,positivo→neutro,0.5261,ambiguedad_semantica,"They don’t let u in if you don’t hire a tour with them, it was such a bummer, the girl at the gate is not nice at all, looks nice from the outside tho."
Museo Tumbas Reales del Señor de Sipán,atencion_servicio,positivo,neutro,positivo→neutro,0.5253,ambiguedad_semantica,Probably a nice museum - if you understand Spanish perfectly. Only in the beginning there were some English translations but then everything is only in Spanish. So without understanding anything there were some nice jewelry and pottery but also these were almost always the same. According to the guest book at the end there are almost only Perú citizens visiting this site. I guess more foreigners would come if they’d understand anything. Audio guides would be the perfect solution.
Monasterio de Santa Catalina,clima,positivo,neutro,positivo→neutro,0.5246,aspecto_debil,"Infos/Tips: - Entrance is 45 SOL, but it’s worth it - There are audio guides through the iOS and Android applications ""Monasterio de Santa Catalina"" (Note that it supports Spanish, English and French, and will take the phone’s configured language) - It takes at least 2 hours to do the full tour of it (we took 2 hours and 15 minutes) - I would recommend to do it when it’s sunny/hot in the day, as it’s quite ""cooler"" in the museum - They accept VISA Founded in 1579 by Maria de Guzman, the Monastery of Santa Catalina is a sprawling complex that covers over 20,000 square meters. It served as a cloister for nuns of the Dominican Second Order and is renowned for its vibrant architecture and well-preserved colonial-era buildings. The monastery features a unique blend of Spanish colonial and native architectural styles, prominently using sillar, the white volcanic stone typical of Arequipa. The buildings are characterized by brightly colored walls in shades of blue, orange, and red, which create a striking visual impact and are complemented by beautiful arches, courtyards, and fountains. The monastery is organized into different sectors, including living quarters, chapels, plazas, streets, and gardens. Each sector served a specific purpose, reflecting the monastic life of prayer, work, and community."
Circuito Mágico del Agua,atencion_servicio,positivo,neutro,positivo→neutro,0.5141,ambiguedad_semantica,"Tanto cobran para tantas personas para que al final no lo administren bien deplorable servicio en todo caso mejor uno se queda en su casa o en su hotel, si alguien desea ir para no hacer cola y estar adelante tienen que ir temprano para que puedan siquiera disfrutar de todo recomendable por horas aceptar a solo una cantidad de personas para que no haya disgustos de las personas"
Circuito Mágico del Agua,seguridad,positivo,neutro,positivo→neutro,0.5141,aspecto_debil,"Este Circuito es uno de los más hermosos de toda Latinoamérica. Para mí la fuente principal y mas hermosa e impactante es la más grande de forma corcular de esta lindo parque de la reserva, en esta oportunidad me tocó asistir un día sábado y es un día que por más que sea fin de semana no lo recomiendo para asistir. Es un día súper repleto de personas y para entrar hay dos entradas para pagar en taquilla, el precio es de 4 soles por personas y las personas con discapacidad pueden ingresar pagando el 50% de la entrada, por ser un día súper difícil de asistir y de noche, para el ingreso se hacen unas colas gigantes, en donde hay usureros que se ponen en la entrada del parque a venderte los puestos para acercarte más en la entrada. Es una completa locura no me gustó asistir este día. Tuve que correr para la otra entrada antes de que se volviera a poner mas larga. Yo ya he ido en el transcurso de la semana y no es tan desastroso como los fines de semana. Lo único que deberían hacer es aprovechar las taquillas vacías para colocar cajeras en los días que son más concurridos por personas residenciales y turistas. Es la única cosa negativa. De lo contrario. Hay vigilancia. Protección. Cuidado. Es limpio (no entre a los baños pero si hay baños) es un lugar familia, y si, si te puedes bañar en las fuentes dinámicas para adultos y niños, además hay un tren en el parque en donde puedes recorrerlo sin ningún problema, hay lugares autorizados para comer. Y además castillos inflables para los más pequeños. Hay que ir como porque las fuentes se prestan para mojarte en las fotografías. Dentro del parque también hay fotógrafos que imprimen las fotografías en el momento. Lo recomiendo."
Circuito Mágico del Agua,costos,positivo,neutro,positivo→neutro,0.5139,ambiguedad_semantica,"Cuando este parque se creó incluía poder disfrutar de todas las piletas por una sola entrada. El alcalde que lo diseñó pensó en el relajo de la rutina y un regalo a la población. Ahora cobran doble por ver todas las piletas con la excusa de hacer un espectáculo temático. Aparte de ser terrible, al haber quitado áreas verdes para poner insoportables juegos desmerece la obra. Qué tal desproposito cumple esta obra ahora. Espero puedan considerar regresar el diseño del parque a sus orígenes."
Ciudadela de Kuélap,seguridad,positivo,neutro,positivo→neutro,0.5137,aspecto_debil,"La fortaleza es muy bonita y podemos apreciar de forma parcial esta construcción tan estratégica de la cultura Chachapoyas. El teleférico hace que el recorrido sea muy ligero porque para llegar, se camina 25 minutos aprox. Las instalaciones estan pasando por un proceso de mantenimiento y la seguridad de las instalaciones son muy bien custodiadas por el personal de seguridad. Sugiero mejorar por algunos sectores el mantenimiento pues las construcciones se mezclaban con la hierba que crecia y da la apariencia de descuidado. Es una obligación conocer la fortaleza!"
Centro Histórico de Lima,seguridad,positivo,neutro,positivo→neutro,0.5091,aspecto_debil,"Buenaza la experiencia! Lo único malo es que cobran 40 soles para ingresar a la catedral, con la excusa de ser un museo. Varias personas se estaban quejando, pude presenciar. Hay bastante seguridad, policías y serenazgo x todos los lados."
Monasterio de Santa Catalina,accesibilidad,positivo,neutro,positivo→neutro,0.5079,ambiguedad_semantica,"Had such a greatt time. Super interesting and well preserved. I went at night around six for a more fun eerie experience. We got lucky because right when we walked in we joined a tour group, and got further educated on where we were the whole time."
Centro Histórico de Lima,seguridad,positivo,neutro,positivo→neutro,0.5059,aspecto_debil,"Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico."
Circuito Mágico del Agua,limpieza,positivo,neutro,positivo→neutro,0.5,ambiguedad_semantica,It is very well maintained and beautiful inside. The fountain “tunnel” you can walk through is definitely a must see! The only downside is that there are many barriers restricting access and making it difficult to get some nice pictures of the fountains.
Reserva Nacional de Paracas,clima,positivo,neutro,positivo→neutro,0.4973,aspecto_debil,"Muy buen clima ...ya saben ...vengan a paracas Les dejo mi número para informes .. Playa mina,yumaque, raspón,lagunillas."
Monasterio de Santa Catalina,atencion_servicio,positivo,neutro,positivo→neutro,0.4881,ambiguedad_semantica,The guide Sydney was great to have. Full of ressources and answers for our questions.
Museo de Sitio Huaca Pucllana,atencion_servicio,positivo,neutro,positivo→neutro,0.4865,ambiguedad_semantica,Definitely worth the visit. With admission you get a guided tour and the views of Lima are great. Fascinating and massive historical site.
Centro Histórico de Lima,gastronomia,positivo,neutro,positivo→neutro,0.4797,aspecto_debil,"Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico."
Monasterio de Santa Catalina,aforo_multitudes,positivo,neutro,positivo→neutro,0.4795,aspecto_debil,"Definitely worth it to spend the extra 10 soles for a guided group tour. We had Patricia for our English speaking guide and she was excellent. Only had to wait about 15 minutes after arriving for the tour to start, it seems they are not any type of schedule but go whenever a few people have assembled. There are some signs throughout with English and Spanish explanations but it was much better to have extra context and stories from a guide. A beautiful place!"
Santuario Histórico de Machu Picchu,clima,positivo,neutro,positivo→neutro,0.4716,aspecto_debil,"Wow! So happy to finally see this fabulous place. Glad it is open to the public but also protected from over attendance. We also had great weather the day we went and appreciate our guide, Rebecca."
Santuario Histórico de Machu Picchu,accesibilidad,positivo,neutro,positivo→neutro,0.4668,ambiguedad_semantica,we hiked the Inca trail. Our tour guide was super nice! It was a great hike and a spectacular view! we will definitely try to come back out! I also recommend you hike the Inca trail if you're more on the active side for first timers!
Museo de Sitio Huaca Pucllana,atencion_servicio,positivo,neutro,positivo→neutro,0.4643,resena_mixta,"After seeing Machupicchu, I’m not sure I’m wowed by this one. The guide was nice, but there wasn’t that much to say about this ruin really. There was no written record of anything, so I felt everything was just an educated guess of the history"
