annotation_id,a1,a2,a3,consenso,n_acuerdo,aspecto,text_clean
gm_4e57da57961f0399__atractivos,neutro,positivo,neutro,neutro,2,atractivos,"Buen lugar para relajarse, fuera del estrés de la ciudad. La playa es súper limpia y tranquila."
gm_5833ff5812061cce__costos,neutro,positivo,neutro,neutro,2,costos,"Muy lindo todo , solo que la entrada principal estaba cerrada porque están haciendo mantenimiento, cuidan bien todo el lugar"
gm_5833ff5812061cce__limpieza,neutro,positivo,neutro,neutro,2,limpieza,"Muy lindo todo , solo que la entrada principal estaba cerrada porque están haciendo mantenimiento, cuidan bien todo el lugar"
gm_e683ad24c17de141__accesibilidad,neutro,positivo,neutro,neutro,2,accesibilidad,"What can anyone say that hasnt been said. Its wonderful majestic and awe inspiring. Highly recomend having a guide to truly understand what your seeing. I did the shirt extra hike to the inca bridge.. it's more for the views then the bridge, you can't and shouldn't want to walk on it but the short hike is nice. Also, dont forget to stamp your passport!"
gm_387a3f86b7440864__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"Tanto cobran para tantas personas para que al final no lo administren bien deplorable servicio en todo caso mejor uno se queda en su casa o en su hotel, si alguien desea ir para no hacer cola y estar adelante tienen que ir temprano para que puedan siquiera disfrutar de todo recomendable por horas aceptar a solo una cantidad de personas para que no haya disgustos de las personas"
gm_387a3f86b7440864__costos,positivo,neutro,positivo,positivo,2,costos,"Tanto cobran para tantas personas para que al final no lo administren bien deplorable servicio en todo caso mejor uno se queda en su casa o en su hotel, si alguien desea ir para no hacer cola y estar adelante tienen que ir temprano para que puedan siquiera disfrutar de todo recomendable por horas aceptar a solo una cantidad de personas para que no haya disgustos de las personas"
gm_387a3f86b7440864__atencion_servicio,positivo,neutro,positivo,positivo,2,atencion_servicio,"Tanto cobran para tantas personas para que al final no lo administren bien deplorable servicio en todo caso mejor uno se queda en su casa o en su hotel, si alguien desea ir para no hacer cola y estar adelante tienen que ir temprano para que puedan siquiera disfrutar de todo recomendable por horas aceptar a solo una cantidad de personas para que no haya disgustos de las personas"
gm_387a3f86b7440864__alojamiento,positivo,neutro,positivo,positivo,2,alojamiento,"Tanto cobran para tantas personas para que al final no lo administren bien deplorable servicio en todo caso mejor uno se queda en su casa o en su hotel, si alguien desea ir para no hacer cola y estar adelante tienen que ir temprano para que puedan siquiera disfrutar de todo recomendable por horas aceptar a solo una cantidad de personas para que no haya disgustos de las personas"
gm_40aa21d38cd7ee0d__atractivos,neutro,positivo,positivo,positivo,2,atractivos,"El lugar es bellísimo, pero pierde encanto y esencia por la saturación del turismo. Llegar aquí es una inversión importante de tiempo y dinero…."
gm_0fd87e3c21e2cfc3__atractivos,neutro,positivo,positivo,positivo,2,atractivos,Didn't like that you had to go with a tour guide for minimum an hour. Felt too long as it wasn't as interesting a site as others I've visited. But maybe I just wasn't in the mood either to listen so long. It was interesting to see but could have just stayed 10 minutes.
gm_d7b6f994d22f78f3__atractivos,neutro,neutro,positivo,neutro,2,atractivos,"Excelente Museo en Lambayeque, posee las piezas de oro , plata y piezas arqueológicas originales encontradas en Huaca Rajada...💯🇵🇪"
gm_1a9ec105466ae78e__atractivos,positivo,neutro,positivo,positivo,2,atractivos,La verdad es que puedes disfrutar de sus fuentes colores de noche pero pagas entrada y te cobran el uso de los baños. Cualquier atracción en el parque tiene un costo extra.
gm_11e84329c8095163__atractivos,positivo,neutro,positivo,positivo,2,atractivos,Probably a nice museum - if you understand Spanish perfectly. Only in the beginning there were some English translations but then everything is only in Spanish. So without understanding anything there were some nice jewelry and pottery but also these were almost always the same. According to the guest book at the end there are almost only Perú citizens visiting this site. I guess more foreigners would come if they’d understand anything. Audio guides would be the perfect solution.
gm_11e84329c8095163__atencion_servicio,positivo,neutro,positivo,positivo,2,atencion_servicio,Probably a nice museum - if you understand Spanish perfectly. Only in the beginning there were some English translations but then everything is only in Spanish. So without understanding anything there were some nice jewelry and pottery but also these were almost always the same. According to the guest book at the end there are almost only Perú citizens visiting this site. I guess more foreigners would come if they’d understand anything. Audio guides would be the perfect solution.
gm_494d3d4a53bd3012__costos,positivo,neutro,positivo,positivo,2,costos,"Cuando este parque se creó incluía poder disfrutar de todas las piletas por una sola entrada. El alcalde que lo diseñó pensó en el relajo de la rutina y un regalo a la población. Ahora cobran doble por ver todas las piletas con la excusa de hacer un espectáculo temático. Aparte de ser terrible, al haber quitado áreas verdes para poner insoportables juegos desmerece la obra. Qué tal desproposito cumple esta obra ahora. Espero puedan considerar regresar el diseño del parque a sus orígenes."
gm_57633fff2adf37b5__atractivos,neutro,positivo,neutro,neutro,2,atractivos,"It's not a big deal. It's the main square because of its political importance. The buildings are pretty and important, but you can't visit most of them. There are literally dozens of sellers trying to sell you all sorts of things, from coca leaves to umbrellas on a sunny day, specially if you are a tourist. Besides, now (Feb, 2018) Peru is going through a moment of political instability, so it's very likely to witness a bunch of ongoing protests at any giving time you visit the square. I actually like to watch those social movements, but that's a personal matter. Some may get a little bit scared by the powerful presence of police calvary."
gm_8c916f896c9c90ef__atractivos,neutro,neutro,positivo,neutro,2,atractivos,"Antes conocido como Parque de la reserva, ahora parque de agua por las piletas que tiene, es un lugar que gusta mucho a los niños por lo entretenido que se pone cuando encienden las muchas piletas que tiene el lugar. Encuentras puestos pequeños de dulces y otros alimentos. Y cada semana suele tener eventos para grandes y pequeños, que no son muy costosos. Pueden usar el metropolitano para llegar o los corredores que paran en la av. Arequipa y av. Pettit Thuoars. Lo olvidaba, todas las mañana hasta las 11 am, puedes ingresar con tu mascota sin costo alguno."
gm_1d0599ab37207c90__atencion_servicio,negativo,neutro,neutro,neutro,2,atencion_servicio,Not bad but the quick ascent wrecks you. So many people on our tour got acute altitude sickness in a very bad way. The early morning pickup is a struggle and if I'm honest condors are great but not worth the struggle to make it through the day. The hot springs were okay but nothing to write home about.
gm_b53006e5bf195007__costos,neutro,positivo,neutro,neutro,2,costos,"Realmente muy costoso. Subir en bus en precio para latinos es un abuso, para un tramo de 20 minutos. Les recomiendo lleguuen muy antes a cusco y suban caminando. Una vez arriba es bonita la vista pero los guardias dentro del lugar son GROSEROS, ALTANEROS. Vivi una pesima experiencia gracias a ellos. Recuerdo que con mis compañeros hicimos un tiktok donde nos veíamos emocionados de estar alla. Y llego un tipo de estos diciendo que borraramos el video que me iba a decomisar el celular. Que esta prohibido grabar videos unas cosas super estupidas. Hicieron de la estancia una pésima experiencia. … no pagaría jamas por volver. Hay lugares mil veces mejores y mil veces mas economicos y sin estos tipos."
gm_1fe05dc854bacdec__costos,negativo,neutro,neutro,neutro,2,costos,"Bella experiencia, hermoso lugar y cultura. El personal que nos tocó, muy poco preparado para solucionar conflictos. La recepcionista muy desconfiada por decir menos, insistía en poner en duda mi oficio docente cuando le mostré mi título y mi anexo de contrato, como si yo quisiera engañarla por 17 soles. (Leyendo ahora los comentarios de otros visitantes, me doy cuenta de que no he sido la única que ha recibido mala atención en la recepción. Una pena) Sin mencionar eso, es precioso, imperdible."
gm_3b55e3abf2b88a5f__atractivos,positivo,neutro,positivo,positivo,2,atractivos,Not bad but it was full of people in the weekend I do not recommend to go those days
gm_53fb9785220d6793__costos,positivo,neutro,positivo,positivo,2,costos,"The app works quite mediocre in english (some texts only in spanish, audios only work with internet connection and numbering is different from map). Wifi is not available throughout monestary. Telling staff about these problem does not seem to make them want to improve them. Not worth it for me with this frustrating self guidance (for this price)."
gm_07f8f509f1937aab__seguridad,positivo,neutro,positivo,positivo,2,seguridad,"Es hermosa las plaza, pero el hecho de estar cerrada casi todo el tiempo desluce totalmente su visita. Las autoridades a cargo deberían replantearse qué tan cierto es eso de que cerrar la plaza aumenta la seguridad para Palacio de Gobierno."
gm_4ba50b5363d0f9e1__costos,positivo,neutro,positivo,positivo,2,costos,"el lugar es hermoso, pero a los nacionales o los que no pueden pagar por pasaje de tren en un precio de $70 para arriba bien por usted, sino irá como la gente de la imagen, que esperamos 6 horas para poder viajar al precio general de S/. 10.00 nuevos soles, es una maltrato para los turistas nacionales que no vienen con mucha plata para disfrutar de esta maravilla del mundo, sinceramente no recomendable por este sentido"
gm_4ba50b5363d0f9e1__accesibilidad,positivo,neutro,positivo,positivo,2,accesibilidad,"el lugar es hermoso, pero a los nacionales o los que no pueden pagar por pasaje de tren en un precio de $70 para arriba bien por usted, sino irá como la gente de la imagen, que esperamos 6 horas para poder viajar al precio general de S/. 10.00 nuevos soles, es una maltrato para los turistas nacionales que no vienen con mucha plata para disfrutar de esta maravilla del mundo, sinceramente no recomendable por este sentido"
gm_4ba50b5363d0f9e1__aforo_multitudes,positivo,neutro,positivo,positivo,2,aforo_multitudes,"el lugar es hermoso, pero a los nacionales o los que no pueden pagar por pasaje de tren en un precio de $70 para arriba bien por usted, sino irá como la gente de la imagen, que esperamos 6 horas para poder viajar al precio general de S/. 10.00 nuevos soles, es una maltrato para los turistas nacionales que no vienen con mucha plata para disfrutar de esta maravilla del mundo, sinceramente no recomendable por este sentido"
gm_f953b2b74c539a6b__accesibilidad,neutro,positivo,neutro,neutro,2,accesibilidad,Me demore mucho en llegar pero es impresionante la fortaleza de kuelap... Por ahora el teleferico 🚡 solo sábados y domingos...
gm_2031bf464493a25e__atractivos,neutro,positivo,positivo,positivo,2,atractivos,Un lugar agradable!!! Muy adecuado para visitar con la familia y grupos de amigos.
gm_a821fcebd1a3214f__atencion_servicio,positivo,positivo,neutro,positivo,2,atencion_servicio,Actualmente cerrada por pequeño derrumbe. El que desee ir verifique bien si ya se abrió porque hay agencias de turismo que no informan por vender. El teleférico es espectacular. Pero luego hay que caminar durante 45 minutos a una hora de ida. Hay caballos pero hay que reservar con anticipación.
gm_8146e405643f50a8__atractivos,neutro,positivo,neutro,neutro,2,atractivos,Lugar para visitar sin lugar a dudas. Un poco cara la entrada y no incluye guia pero por unos $ mas se ofrecen en varias lenguas. Igual teniendo una idea de lo que vas a visitar te ayudas con las reseñas que hay en el lugar
gm_47a11512746e5638__limpieza,positivo,neutro,positivo,positivo,2,limpieza,"Demasiada gente, desorden total, 0 limpieza a pesar que cobran ingreso y restringen cosas para ingresar. En vez de mejorarla la han empeorado MAL!"
gm_360d8267591baa09__atencion_servicio,positivo,neutro,positivo,positivo,2,atencion_servicio,"La experiencia es bonita cuando estás ahí, lo malo son el circuito que te brindan las agencias de viaje; pues es un camino largo en bus desde Arequipa donde terminas con las rodillas doloridas porque el bus se ha llenado de asientos y no puedes estirar las piernas durante 4 horas y además en Chivay te cobran un ojo de la cara solo por pasar al distrito. Un abuso al turista."
gm_98a7007ecbd16aba__aforo_multitudes,positivo,positivo,neutro,positivo,2,aforo_multitudes,Una de las maravillas del mundo Antiguo Machu Picchu es una de las joyas arqueológicas mas espectaculares del mundo 🤩. La energía de este lugar es increíble 😊 Recomiendo: - Hacer las reservaciones para las 11:00 ya que es una hora estratégica y no hay mucha aglomeración de personas y el sol no es tan intenso. ☀️ - Llevar mucha agua 💦 porque el recorrido es largo y el calor es intenso🥵 - Llevar bloqueador solar 🧴 ☀️ - Obligatoriamente llevar repelente de insectos 🦟 ya qué hay muchos la mosquitos 🦟 y sus picaduras son muy dolorosas. - Llevar un poncho de lluvia 🌧 - Después del recorrido tomate un Cuzqueña 🍻
gm_1824c8cdad783e6b__gastronomia,positivo,neutro,positivo,positivo,2,gastronomia,The dinner was really mediocre and the desserts were especially poor. I'm surprised at all the really good reviews. The restaurant itself was absolutely beautiful and the historic site was amazing. My low score is specific to the food.
gm_5bb776a32b431a2c__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"Es un complejo turístico arquitectónico de la cultura Chachapoyas, ubicado a más de 3000msnm, esta fortaleza posee tres entradas pero por motivos de restauración a julio 2019 solamente cuenta con un ingreso y otra de salida. Es recomendable viajar en temporada baja, por la cantidad de gente que concurre es un poco complicado poder tener la comodidad de tomarse una foto. Para acceder existen dos vías, la más utilizada es a través de las telecabinas cuyo precio es de S/20.40 por persona de 20min aproximado de viaje a las 300 metros sobre el suelo. Dato desde la estación anexo 2, hay que caminar 20min un acceso fácil desde mi punto de vista, no es necesario arrendar el servicio de caballo cuyo precio es de S/15.00. Existe puntos de comida y venta de souvenir, inclusive antes de ingresar a la fortaleza de precios baratos a comparación de la estación de las telecabinas."
gm_5bb776a32b431a2c__accesibilidad,positivo,neutro,positivo,positivo,2,accesibilidad,"Es un complejo turístico arquitectónico de la cultura Chachapoyas, ubicado a más de 3000msnm, esta fortaleza posee tres entradas pero por motivos de restauración a julio 2019 solamente cuenta con un ingreso y otra de salida. Es recomendable viajar en temporada baja, por la cantidad de gente que concurre es un poco complicado poder tener la comodidad de tomarse una foto. Para acceder existen dos vías, la más utilizada es a través de las telecabinas cuyo precio es de S/20.40 por persona de 20min aproximado de viaje a las 300 metros sobre el suelo. Dato desde la estación anexo 2, hay que caminar 20min un acceso fácil desde mi punto de vista, no es necesario arrendar el servicio de caballo cuyo precio es de S/15.00. Existe puntos de comida y venta de souvenir, inclusive antes de ingresar a la fortaleza de precios baratos a comparación de la estación de las telecabinas."
gm_5bb776a32b431a2c__clima,positivo,neutro,positivo,positivo,2,clima,"Es un complejo turístico arquitectónico de la cultura Chachapoyas, ubicado a más de 3000msnm, esta fortaleza posee tres entradas pero por motivos de restauración a julio 2019 solamente cuenta con un ingreso y otra de salida. Es recomendable viajar en temporada baja, por la cantidad de gente que concurre es un poco complicado poder tener la comodidad de tomarse una foto. Para acceder existen dos vías, la más utilizada es a través de las telecabinas cuyo precio es de S/20.40 por persona de 20min aproximado de viaje a las 300 metros sobre el suelo. Dato desde la estación anexo 2, hay que caminar 20min un acceso fácil desde mi punto de vista, no es necesario arrendar el servicio de caballo cuyo precio es de S/15.00. Existe puntos de comida y venta de souvenir, inclusive antes de ingresar a la fortaleza de precios baratos a comparación de la estación de las telecabinas."
gm_5bb776a32b431a2c__aforo_multitudes,positivo,neutro,positivo,positivo,2,aforo_multitudes,"Es un complejo turístico arquitectónico de la cultura Chachapoyas, ubicado a más de 3000msnm, esta fortaleza posee tres entradas pero por motivos de restauración a julio 2019 solamente cuenta con un ingreso y otra de salida. Es recomendable viajar en temporada baja, por la cantidad de gente que concurre es un poco complicado poder tener la comodidad de tomarse una foto. Para acceder existen dos vías, la más utilizada es a través de las telecabinas cuyo precio es de S/20.40 por persona de 20min aproximado de viaje a las 300 metros sobre el suelo. Dato desde la estación anexo 2, hay que caminar 20min un acceso fácil desde mi punto de vista, no es necesario arrendar el servicio de caballo cuyo precio es de S/15.00. Existe puntos de comida y venta de souvenir, inclusive antes de ingresar a la fortaleza de precios baratos a comparación de la estación de las telecabinas."
gm_a434335f2844a103__atencion_servicio,neutro,neutro,negativo,neutro,2,atencion_servicio,"If you enjoy deplorable huge crowds, aggressive 'guides', restricted movement, late trains and buses, bad food and overpriced everything - then you'll LOVE this place. Honestly.. Wish I never came. Worst part of my Peru trip by a mile. Only part I enjoyed was the walk down from Machu pichu.. Besides all the trash everywhere. I would be ashamed if this was my country."
gm_332d9bc98930b116__gastronomia,positivo,neutro,neutro,neutro,2,gastronomia,"Vale la pena hacer el sobre vuelo , eso si no es recomendable comer muy pesado te puedes marear"
gm_b991e5964df62699__limpieza,neutro,neutro,positivo,neutro,2,limpieza,"Al principio dudamos si pagar la entrada o no. Pero al final valió la pena pagar el acceso y recorrer todo el monasterio. Estuvimos un par de horas visitando cada estancia de este lugar, a cual nos sorprendió más. Lo tienen muy bien conservado, tiene fácil acceso y todo bien indicado. Cuenta con baños por varios puntos del monasterio, un bar y alguna tienda. Fuimos un sábado sobre las 10:00 y no había mucha gente, pero igualmente al ser tan grande no hay aglomeraciones. Muy recomendable"
gm_24e7b4800e10a384__atencion_servicio,neutro,positivo,positivo,positivo,2,atencion_servicio,"Si vas a viajar a Arequipa, el monasterio es una parada que si o sí te lo recomiendo. El lugar es realmente enorme, puedes estar todo el tiempo que quieras, la historia es impresionante y es un vistazo a como era la vida de las mujeres que entraban al claustro. Excelente lugar para fotos, cada rincón del monasterio es hermoso. Recomiendo que tomen la opción de ir con una guía. Me toco Laura, una señora espectacular. Su guiado fue A1, su forma de contarnos la historia del monasterio refleja la pasión por la historia y el cariño que le tiene ese lugar. Definitivamente volvería a ir, vale la pena los 45 soles de entrada. Recomendación: vayan con zapatillas cómodas porque van a caminar mucho. Usen bloqueador. Y vayan acompañados de un buen fotógrafo 😂."
gm_ca5dc8dd7da5d4cf__accesibilidad,neutro,positivo,neutro,neutro,2,accesibilidad,"Trampa Turística en nuestra opinión, las líneas son interesantes pero para nada amerita el costo, la avioneta es más por el hecho de ir en avioneta y volar en sí, que ver las líneas. El Mirador representa un costo más prudente y te deja ver cómo son. Lo mejor fue ver el paisaje al llegar a Palpa, fue lo más impresionante."
gm_5eacf331ba899b90__atencion_servicio,positivo,neutro,positivo,positivo,2,atencion_servicio,"Interesting site. Guided tour is okay not the best. What I disliked the most is the animals they keep there. A tiny concrete pen for some ducks, llamas, and guinea pigs. No enrichment for the animals at all, seems like a very sad life. Seems unnecessary to have the animals there as no one comes for that."
gm_52ef07cb98d49634__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"Fui al Monasterio de Santa Catalina en horario nocturno y sinceramente no me pareció que valga los 45 soles que cuesta la entrada. Muchas paredes están desgastadas, no hay buena iluminación y no se puede apreciar bien el lugar. Además, no todas las imágenes o espacios tienen descripciones y no se incluye guiado."
gm_e4c23993c12aba05__atractivos,neutro,neutro,positivo,neutro,2,atractivos,"La playa es bella, es tranquila, sin embargo sus aguas son muy frías. Se pueden apreciar muchas aves guaneras a pocos metros, es apta para buzeo y realizar pequeños campamentos familiares."
gm_c34f3bd62e403dee__costos,neutro,neutro,negativo,neutro,2,costos,"The site itself is amazing, the intense crowds, inconsistent enforcement of rules (sloppily run) and guards every 100' whose job it is to just keep you off the walls and moving 1-way through the park even if that means you can't get back to your bags ruins it. This feels like the Sistine Chapel, guide you into a crowded room with 100s of people trying to sit on the ground and walls to admire, with guards quietly yet firmly yelling ""no pictures!"" every 30 seconds. It is hard to have a spiritual moment in this environment. We got to Machu Picchu via the 4-day Inca Trail hike and it seems like the guards don't love those folks as we walked in with day packs and walking sticks. They wouldn't let us put our bags down in the normal spot to take pictures and also blocked half our small 4 person group from getting up into the terraces to see the upper portion of MP (but we got in since no one was checking when we walked up) - this is part of the sloppiness I was referring to. My wife and I both agreed if we had bussed it up to MP and been part of the 1000s of people busing in to see it and then shuffled through it, we would have been really disappointed. Fortunately the 4 day hike we did had incredible ruins and views to see that were near private when we got to them. IMPORTANT: We both paid for tickets to climb Weynapicchu (sorry for spelling) but I bowed out after seeing it was a 1-way hike (my legs were exhausted from previous days of hiking) but my wife powered through and did it. THIS HIKE IS INTENSE. The stairs are all super narrow, you can easily fall off and die and they are very tall making scrambling the preferred method to climb them. Keep this in mind when people tell you how pretty the views are up there and you should ""totally climb it"""
gm_c34f3bd62e403dee__seguridad,positivo,positivo,neutro,positivo,2,seguridad,"The site itself is amazing, the intense crowds, inconsistent enforcement of rules (sloppily run) and guards every 100' whose job it is to just keep you off the walls and moving 1-way through the park even if that means you can't get back to your bags ruins it. This feels like the Sistine Chapel, guide you into a crowded room with 100s of people trying to sit on the ground and walls to admire, with guards quietly yet firmly yelling ""no pictures!"" every 30 seconds. It is hard to have a spiritual moment in this environment. We got to Machu Picchu via the 4-day Inca Trail hike and it seems like the guards don't love those folks as we walked in with day packs and walking sticks. They wouldn't let us put our bags down in the normal spot to take pictures and also blocked half our small 4 person group from getting up into the terraces to see the upper portion of MP (but we got in since no one was checking when we walked up) - this is part of the sloppiness I was referring to. My wife and I both agreed if we had bussed it up to MP and been part of the 1000s of people busing in to see it and then shuffled through it, we would have been really disappointed. Fortunately the 4 day hike we did had incredible ruins and views to see that were near private when we got to them. IMPORTANT: We both paid for tickets to climb Weynapicchu (sorry for spelling) but I bowed out after seeing it was a 1-way hike (my legs were exhausted from previous days of hiking) but my wife powered through and did it. THIS HIKE IS INTENSE. The stairs are all super narrow, you can easily fall off and die and they are very tall making scrambling the preferred method to climb them. Keep this in mind when people tell you how pretty the views are up there and you should ""totally climb it"""
gm_c34f3bd62e403dee__atencion_servicio,neutro,neutro,positivo,neutro,2,atencion_servicio,"The site itself is amazing, the intense crowds, inconsistent enforcement of rules (sloppily run) and guards every 100' whose job it is to just keep you off the walls and moving 1-way through the park even if that means you can't get back to your bags ruins it. This feels like the Sistine Chapel, guide you into a crowded room with 100s of people trying to sit on the ground and walls to admire, with guards quietly yet firmly yelling ""no pictures!"" every 30 seconds. It is hard to have a spiritual moment in this environment. We got to Machu Picchu via the 4-day Inca Trail hike and it seems like the guards don't love those folks as we walked in with day packs and walking sticks. They wouldn't let us put our bags down in the normal spot to take pictures and also blocked half our small 4 person group from getting up into the terraces to see the upper portion of MP (but we got in since no one was checking when we walked up) - this is part of the sloppiness I was referring to. My wife and I both agreed if we had bussed it up to MP and been part of the 1000s of people busing in to see it and then shuffled through it, we would have been really disappointed. Fortunately the 4 day hike we did had incredible ruins and views to see that were near private when we got to them. IMPORTANT: We both paid for tickets to climb Weynapicchu (sorry for spelling) but I bowed out after seeing it was a 1-way hike (my legs were exhausted from previous days of hiking) but my wife powered through and did it. THIS HIKE IS INTENSE. The stairs are all super narrow, you can easily fall off and die and they are very tall making scrambling the preferred method to climb them. Keep this in mind when people tell you how pretty the views are up there and you should ""totally climb it"""
gm_c34f3bd62e403dee__alojamiento,neutro,neutro,positivo,neutro,2,alojamiento,"The site itself is amazing, the intense crowds, inconsistent enforcement of rules (sloppily run) and guards every 100' whose job it is to just keep you off the walls and moving 1-way through the park even if that means you can't get back to your bags ruins it. This feels like the Sistine Chapel, guide you into a crowded room with 100s of people trying to sit on the ground and walls to admire, with guards quietly yet firmly yelling ""no pictures!"" every 30 seconds. It is hard to have a spiritual moment in this environment. We got to Machu Picchu via the 4-day Inca Trail hike and it seems like the guards don't love those folks as we walked in with day packs and walking sticks. They wouldn't let us put our bags down in the normal spot to take pictures and also blocked half our small 4 person group from getting up into the terraces to see the upper portion of MP (but we got in since no one was checking when we walked up) - this is part of the sloppiness I was referring to. My wife and I both agreed if we had bussed it up to MP and been part of the 1000s of people busing in to see it and then shuffled through it, we would have been really disappointed. Fortunately the 4 day hike we did had incredible ruins and views to see that were near private when we got to them. IMPORTANT: We both paid for tickets to climb Weynapicchu (sorry for spelling) but I bowed out after seeing it was a 1-way hike (my legs were exhausted from previous days of hiking) but my wife powered through and did it. THIS HIKE IS INTENSE. The stairs are all super narrow, you can easily fall off and die and they are very tall making scrambling the preferred method to climb them. Keep this in mind when people tell you how pretty the views are up there and you should ""totally climb it"""
gm_690196eec39e5f20__atencion_servicio,neutro,negativo,neutro,neutro,2,atencion_servicio,Unless you are history buff not that exciting but very good tour everything else is good just not my preference and by the way don’t get fooled by the grey day UV radiation here is very high use sun screen I burnt myself on my face terrible worst than being a whole day in a beach in the USA
gm_690196eec39e5f20__clima,neutro,negativo,neutro,neutro,2,clima,Unless you are history buff not that exciting but very good tour everything else is good just not my preference and by the way don’t get fooled by the grey day UV radiation here is very high use sun screen I burnt myself on my face terrible worst than being a whole day in a beach in the USA
gm_dc9d6e4353ed8bb4__seguridad,neutro,neutro,negativo,neutro,2,seguridad,La verdad un lugar para conocer !! Si volvería a ir ..seguro que no !! Por qué la empresa que comercializa el lugar es maleducados ..todos el precio con los servicios es un robo ..y espero algún día no sigan estando !
gm_5342459e6e5ae343__costos,positivo,neutro,positivo,positivo,2,costos,"Totally not worth it. Views aren't so great and entrance costs 70 soles, which is definitely too much because they haven't any maps for tourists in the office, there aren't any toilets on the paths. Paths are also very dirty - donkeys' poo is everywhere."
gm_5342459e6e5ae343__accesibilidad,neutro,negativo,neutro,neutro,2,accesibilidad,"Totally not worth it. Views aren't so great and entrance costs 70 soles, which is definitely too much because they haven't any maps for tourists in the office, there aren't any toilets on the paths. Paths are also very dirty - donkeys' poo is everywhere."
gm_5342459e6e5ae343__atencion_servicio,neutro,negativo,neutro,neutro,2,atencion_servicio,"Totally not worth it. Views aren't so great and entrance costs 70 soles, which is definitely too much because they haven't any maps for tourists in the office, there aren't any toilets on the paths. Paths are also very dirty - donkeys' poo is everywhere."
gm_5342459e6e5ae343__aforo_multitudes,neutro,negativo,neutro,neutro,2,aforo_multitudes,"Totally not worth it. Views aren't so great and entrance costs 70 soles, which is definitely too much because they haven't any maps for tourists in the office, there aren't any toilets on the paths. Paths are also very dirty - donkeys' poo is everywhere."
gm_3f226cf1e443f543__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"We just went to Kuélap. Don’t go to Kuélap if you’re coming from Chachapoyas. It’s definitely not worth paying the collectivo and teleferico to a place that’s almost totally closed. You need to make a reservation in advance, you get 45 minutes to visit the place, which you can totally do in less than 20 minutes. It’s really not nice! Wait until the place opens up fully again, then it should be very nice."
gm_473aabb67a3f29cb__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"I visited the place 15 years ago, it was nice, we could go anywhere. Now thanks to covid we cannot, i will have prefer the place to be closed. I didn't like been treated like cattle, we couldn't take pictures without masks (we are outside) we couldn't stay in one place and meditate or enjoyed the view, we had to keep walking. Stiñl the view is nice but the gardes spoild the experience by whistling at everybody. I will not go back. Its a shame. It become like Disney park. Its just about the money, nothing else!!!"
gm_473aabb67a3f29cb__alojamiento,positivo,neutro,positivo,positivo,2,alojamiento,"I visited the place 15 years ago, it was nice, we could go anywhere. Now thanks to covid we cannot, i will have prefer the place to be closed. I didn't like been treated like cattle, we couldn't take pictures without masks (we are outside) we couldn't stay in one place and meditate or enjoyed the view, we had to keep walking. Stiñl the view is nice but the gardes spoild the experience by whistling at everybody. I will not go back. Its a shame. It become like Disney park. Its just about the money, nothing else!!!"
gm_c9344089c82703c4__costos,neutro,neutro,negativo,neutro,2,costos,"What a waste of time! You go there and get tickets without a wait. The guide at the entrance who ended up being our guide during the tour told us the tour is mandatory and we have to tip her at the end. She repeated the tip part twice more during our tour but she was definitely bored and only interested in the money cause she would give us literally 1minute of basic info and then tell us to take photos while she walked on checking her phone for the entire hour! The info she gave us were marginally more than the info you read at the little room next to the ticket office and there was no explanation or contextualisation. Anyways, I felt it was a waste of time (the tour lasts one hour) and a shame she did not help us understand and appreciate more the ancient Lima culture. I was left confused because others have written amazing reviews so maybe it was just this lady guide that was really bad."
gm_c9344089c82703c4__accesibilidad,neutro,neutro,negativo,neutro,2,accesibilidad,"What a waste of time! You go there and get tickets without a wait. The guide at the entrance who ended up being our guide during the tour told us the tour is mandatory and we have to tip her at the end. She repeated the tip part twice more during our tour but she was definitely bored and only interested in the money cause she would give us literally 1minute of basic info and then tell us to take photos while she walked on checking her phone for the entire hour! The info she gave us were marginally more than the info you read at the little room next to the ticket office and there was no explanation or contextualisation. Anyways, I felt it was a waste of time (the tour lasts one hour) and a shame she did not help us understand and appreciate more the ancient Lima culture. I was left confused because others have written amazing reviews so maybe it was just this lady guide that was really bad."
gm_c9344089c82703c4__alojamiento,neutro,neutro,negativo,neutro,2,alojamiento,"What a waste of time! You go there and get tickets without a wait. The guide at the entrance who ended up being our guide during the tour told us the tour is mandatory and we have to tip her at the end. She repeated the tip part twice more during our tour but she was definitely bored and only interested in the money cause she would give us literally 1minute of basic info and then tell us to take photos while she walked on checking her phone for the entire hour! The info she gave us were marginally more than the info you read at the little room next to the ticket office and there was no explanation or contextualisation. Anyways, I felt it was a waste of time (the tour lasts one hour) and a shame she did not help us understand and appreciate more the ancient Lima culture. I was left confused because others have written amazing reviews so maybe it was just this lady guide that was really bad."
gm_598c5e83accd4060__atractivos,neutro,positivo,neutro,neutro,2,atractivos,"Comparado con años anteriores, ahora el circuito tiene demasiados ambulantes, la calidad de la proyección en la fuente de la Fantasía es pésima."
